,name,username,description,location,followers,numberstatuses,time,tweets,wordlist,word_count,sentiment_label,sentiment_score
8031,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,1174,519,3/16/2016 12:48,PTs: The Tariq AbdelHaleem vs ISIS rivalry goes back a long way. Here he wishes good luck to Shia militias in Tikrit https://t.co/aXPTsjy5kl,"['abdelhaleem', 'v', 'militia', 'go', 'way', 'long', 'pt', 'isi', 'shia', 'wish', 'back', 'good', 'luck', 'rivalry', 'tariq', 'tikrit']",140,POS,0.8846755027770996
8035,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31813,17474,3/16/2016 12:57,@zzzzxx00 Yes I just saw it.. Thank you,"['thank', 'zzzzxx', 'saw', 'yes']",39,POS,0.9215053915977478
8036,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31813,17474,3/16/2016 12:57,@12kl5Kl5 @EngineerKhabbab Yes I just saw it.. Thank you,"['engineerkhabbab', 'thank', 'saw', 'klkl', 'yes']",56,POS,0.8511683344841003
8037,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31813,17474,3/16/2016 12:57,@EngineerKhabbab Yes I just saw it.. Thank you,"['thank', 'saw', 'engineerkhabbab', 'yes']",46,POS,0.897849977016449
8040,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1307,189,3/16/2016 13:08,"@ShamiRebel All of it is going good according to IS plans 

Alhamdullilahi","['plan', 'according', 'alhamdullilahi', 'good', 'going', 'shamirebel']",74,POS,0.9570616483688354
8055,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31813,17474,3/16/2016 15:11,WOHA! Extraordinary footage for the #Iraq|i army aircraft downed by #ISIS in #Hawija near #Kirkuk https://t.co/wjmnLOCh3z,"['', 'near', 'footage', 'downed', 'aircraft', 'woha', 'extraordinary', 'army']",121,POS,0.4880084693431854
8091,الهنود الحمر كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1557,4010,3/16/2016 19:36,@CombatChris1 Thanks,"['combatchris', 'thanks']",20,POS,0.5963900685310364
8142,JustUkht Maryam,432Mryam,"Kindness is an mark of faith, and whoever is not kind has no faith.",Nowhere,169,70,3/16/2016 23:08,RT @one_bad_cat1: 😎 _____so sweet things! ------------😻❤😎😻😊😹😂😸💓🌎 https://t.co/mAorXkE37r,"['onebadcat', 'sweet', 'thing']",88,POS,0.9237341284751892
8180,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,832,7131,3/17/2016 10:08,The only way to keep a good reputation is to continuously earn it.,"['way', 'earn', 'reputation', 'good', 'continuously', 'keep']",66,POS,0.9222863912582397
8192,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,190,704,3/17/2016 10:48,"Syrian boy doing wonderful Quran recitation with talent.
https://t.co/NKO6E26uGk","['syrian', 'boy', 'recitation', 'wonderful', 'talent', 'quran']",80,POS,0.9810543060302734
8238,Constants Of JIHAD,c0n0fj1had4_,Update Please ask your friends to join the channel: https://t.co/lawV8LjwZV Pro Islamic state accounts please forward and share bi'idnillah,40+Suspension for the truth!,131,26,3/17/2016 16:07,🔪🔪🔪🔪  very beautiful to see Allahu ackbar  https://t.co/S0TnWYoNv2,"['beautiful', 'ackbar', 'allahu', 'see']",66,POS,0.9662896990776062
8241,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1667,13960,3/17/2016 16:13,@XiaomiIndia why is Redmi Note 3 not delivered to Srinagar by @AmazonIndia?,"['amazonindia', 'note', 'srinagar', 'redmi', 'delivered', 'xiaomiindia']",75,POS,0.5577682256698608
8242,Constants Of JIHAD,c0n0fj1had4_,Update Please ask your friends to join the channel: https://t.co/lawV8LjwZV Pro Islamic state accounts please forward and share bi'idnillah,40+Suspension for the truth!,131,26,3/17/2016 16:14,Alhamdulillah rabbil allameen our brother in this deen!! Alive and well biidnillah make dua for the mujahideen! https://t.co/JjRfPRaYTp,"['deen', 'well', 'alhamdulillah', 'dua', 'brother', 'allameen', 'biidnillah', 'make', 'alive', 'mujahideen', 'rabbil']",135,POS,0.7706289291381836
8247,Constants Of JIHAD,c0n0fj1had4_,Update Please ask your friends to join the channel: https://t.co/lawV8LjwZV Pro Islamic state accounts please forward and share bi'idnillah,40+Suspension for the truth!,131,26,3/17/2016 16:27,"RT @Independent: Twitter just made a huge change to your timeline, without asking https://t.co/UFMi52Sngq","['huge', 'change', 'twitter', 'made', 'independent', 'without', 'asking', 'timeline']",105,POS,0.9111419916152954
8282,الهنود الحمر كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1557,4010,3/17/2016 19:00,@WindOfVictory I understand you,"['understand', 'windofvictory']",31,POS,0.7420120239257812
8300,JustUkht Maryam,432Mryam,"Kindness is an mark of faith, and whoever is not kind has no faith.",Nowhere,169,70,3/17/2016 20:43,@_blvrnasiha JazakAllah Khair sweet sis. Lol pic! 😂🌸🌱🌺,"['blvrnasiha', 'lol', 'sweet', 'pic', 'jazakallah', 'khair', 'si']",54,POS,0.9786412119865417
8354,الهنود الحمر كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1557,4010,3/17/2016 22:35,@mnsrdwltn lol ce gif rejoint ma collection merci,"['lol', 'rejoint', 'collection', 'ce', 'gif', 'mnsrdwltn', 'merci']",49,POS,0.6339566707611084
8401,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1667,13960,3/18/2016 2:01,Wow! Amaq is now available in English. Good.,"['wow', 'amaq', 'english', 'good', 'available']",44,POS,0.9806779026985168
8433,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1667,13960,3/18/2016 9:39,mashaAllah Barailve Sufis. Beautiful Smile. :D https://t.co/2DvC8jrzyJ,"['sufi', 'barailve', 'smile', 'beautiful', 'mashaallah']",70,POS,0.9861114025115967
8529,JustUkht Maryam,432Mryam,"Kindness is an mark of faith, and whoever is not kind has no faith.",Nowhere,169,70,3/18/2016 12:33,RT @lion_faisal: The Hereafter is better and lasting https://t.co/6X9cJZAZon,"['lasting', 'lionfaisal', 'better', 'hereafter']",76,POS,0.9300780296325684
8576,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1667,13960,3/18/2016 14:23,"God save the Queen, God save the Queen . #SAvENG","['queen', '', 'save', 'god']",48,POS,0.6153282523155212
8667,The Caravan,Freedom_speech2,"Monitoring terrorism threats. Bringing live coverage and updates on MENA, Freelance Journalist , RTs and Favs aren't endorsement","Geneva, Switzerland",3233,9180,3/20/2016 22:50,@leithfadel Have a good day https://t.co/C4iSJMVLQ9,"['good', 'leithfadel', 'day']",51,POS,0.9760673642158508
8808,EPIC,EPlC24,,,771,247,3/22/2016 9:13,lol come out it's ok https://t.co/pBz5HJe7az,"['come', 'lol', 'ok']",44,POS,0.6392384171485901
8836,١٠Flames of Haqq,thefIamesofhaqq,,,318,224,3/22/2016 12:25,"Allahu Akbar wa lillahi hamd!! 😊😃

Alhamdulillah another greatest news 
This heals the heart of the Mu'mineen indeed","['wa', 'news', 'heart', 'allahu', 'greatest', 'alhamdulillah', 'hamd', 'lillahi', 'indeed', 'akbar', 'heals', 'another', 'mumineen']",116,POS,0.9650250673294067
8914,١٠Flames of Haqq,thefIamesofhaqq,,,318,224,3/22/2016 17:23,"Wow is that superman on the left.

Hahaha
https://t.co/R57YKeoWrR","['wow', 'lefthahaha', 'superman']",65,POS,0.8736993670463562
8915,١٠Flames of Haqq,thefIamesofhaqq,,,318,224,3/22/2016 17:27,"@OmarKhattabHar1 @clashinglion you're welcome brother.

Thanks as well to our brother @EPlC24","['clashinglion', 'omarkhattabhar', 'well', 'welcome', 'brother', 'youre', 'eplc', 'brotherthanks']",93,POS,0.9802338480949402
8943,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,32156,17544,3/22/2016 20:30,"Thank you @Support @twitter..
I think @nasertamimi is back online again..
Many thanks goes to every kind person RTed or Liked my call..","['go', 'every', 'call', 'thank', 'liked', 'back', 'nasertamimi', 'againmany', 'support', 'online', 'think', 'thanks', 'kind', 'rted', 'person', 'twitteri']",135,POS,0.9831234216690063
8945,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,32156,17544,3/22/2016 20:34,@nasertamimi Welcome back. No need to thank me. You just need to get used to it looool.. @Support @twitter,"['get', 'twitter', 'welcome', 'looool', 'thank', 'used', 'back', 'nasertamimi', 'need', 'support']",106,POS,0.9779433012008667
8952,Musa Al-Ansari,lNSlDEWAR,War Investigator. Civil Engineer. MENA Region,"Gaziantep, Turkey",447,209,3/22/2016 21:05,"Dubai's Burj Khalifa, tallest building in world, is lit with colors of Belgian flag in solidarity with Brussels. https://t.co/R9DoELNuFd","['brussels', 'dubai', 'tallest', 'burj', 'color', 'belgian', 'building', 'khalifa', 'world', 'lit', 'flag', 'solidarity']",136,POS,0.584511399269104
8957,الهنود الحمر كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1633,4294,3/22/2016 22:22,@MaghrebiHD welcome back,"['back', 'welcome', 'maghrebihd']",24,POS,0.9614356756210327
8985,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,201,733,3/23/2016 6:05,#Zionist  #israelist celebrate #Belgiumattack https://t.co/YOHjf7cmep,"['', 'celebrate']",69,POS,0.9173761010169983
8986,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,201,733,3/23/2016 6:06,@jenanmoussa @EPlC24 @akhbar #Zionist #israelist celebrate #Belgiumattack https://t.co/YOHjf7cmep,"['', 'celebrate', 'akhbar', 'eplc', 'jenanmoussa']",97,POS,0.9020832180976868
9006,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,850,7368,3/23/2016 10:42,@michaelh992 @ladh amazing if he was not prepare; i feel fishy,"['prepare', 'fishy', 'michaelh', 'ladh', 'feel', 'amazing']",62,POS,0.9280696511268616
9036,Ibn Kashmir,IbnKashmir_,Preparing For Gazwa-e-Hind,Wilayah Kashmir,71,28769,3/23/2016 13:19,"RT @AbdugheniSabit: Old #Uyghur man and beautiful #pomegranate fields in #Kashgar, East Turkistan https://t.co/FwXSWPgnLu","['old', 'field', '', 'east', 'man', 'abdughenisabit', 'beautiful', 'turkistan']",121,POS,0.8882638812065125
9039,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,201,733,3/23/2016 13:30,@PegELakeOzark @realDonaldTrump What can a say do What you Have to do.good luck,"['realdonaldtrump', 'dogood', 'say', 'pegelakeozark', 'luck']",79,POS,0.9767308235168457
9072,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,1370,674,3/23/2016 21:53,RT @mickeyc: Using Tor Browser in an anon-whonix VM on @QubesOS to post this. Pretty neat. This is definitely a setup I could live with.,"['setup', 'using', 'anonwhonix', 'tor', 'browser', 'vm', 'could', 'neat', 'definitely', 'live', 'post', 'pretty', 'mickeyc', 'qubesos']",136,POS,0.8774313926696777
9130,al-Nusra,al_nusra,,,313,191,3/24/2016 6:51,I won 500 coins on @8ballpool! See how much YOU can win! https://t.co/Ov3DcgIwKZ,"['coin', 'ballpool', 'win', 'see', 'much']",80,POS,0.520185649394989
9142,NEW SHOUTOUT,Baqiyah_Khilafa,FOR SUPPORTERS OF KHILAFAH,,191,169,3/24/2016 7:56,"RT @ALW4S: Ya ukhwan, I am back. Alhamdulillah. https://t.co/Ebre1exhVf","['ya', 'alhamdulillah', 'ukhwan', 'back', 'alws']",71,POS,0.9062433242797852
9146,NEW SHOUTOUT,Baqiyah_Khilafa,FOR SUPPORTERS OF KHILAFAH,,191,169,3/24/2016 8:39,RT @AbuIshaqal: Alhamdolillah I'm back https://t.co/e20mH8AGzb,"['back', 'alhamdolillah', 'im', 'abuishaqal']",62,POS,0.6824179291725159
9163,NEW SHOUTOUT,Baqiyah_Khilafa,FOR SUPPORTERS OF KHILAFAH,,191,169,3/24/2016 9:15,Support @gogogogo5566771,"['gogogogo', 'support']",24,POS,0.9508095979690552
9170,NEW SHOUTOUT,Baqiyah_Khilafa,FOR SUPPORTERS OF KHILAFAH,,191,169,3/24/2016 10:13,"RT @kufr_bit_tagoot: Bismillah
Allah says:
""Do not lose hope, nor be sad.
You will surely be victorious if you are true believers""(3:139) h…","['bismillahallah', 'kufrbittagoot', 'hope', 'lose', 'sadyou', 'surely', 'victorious', 'believer', 'saysdo', 'true', 'h']",140,POS,0.6571236252784729
9181,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,850,7368,3/24/2016 10:39,"RT @MaghrebiHD: Zinki, Fastaqim, Ahrar &amp; FSA Div16 arrested many imams in Aleppo because they talked good of IS in their speeches.
https://…","['div', 'imam', 'ahrar', 'many', 'amp', 'talked', 'arrested', 'zinki', 'fastaqim', 'maghrebihd', 'fsa', 'aleppo', 'good', 'speech']",144,POS,0.600454568862915
9205,الهنود الحمر كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1633,4294,3/24/2016 11:51,@schloren @milietweet @lemondelive ahhahahahahaahahha,"['schloren', 'ahhahahahahaahahha', 'lemondelive', 'milietweet']",53,POS,0.5206499099731445
9210,NEW SHOUTOUT,Baqiyah_Khilafa,FOR SUPPORTERS OF KHILAFAH,,191,169,3/24/2016 12:06,"RT @OmarKhattabHar2: The Baaqiyah Family remains strong &amp; firm. Alhamdulillah. Expect more of us, in shaa Allah","['omarkhattabhar', 'strong', 'amp', 'firm', 'alhamdulillah', 'expect', 'shaa', 'allah', 'baaqiyah', 'family', 'u', 'remains']",115,POS,0.947055995464325
9344,Maghrebi,MaghrebiHD,"A Moroccan engineer in nanotechnology commenting on Middle East  politics, mainly Iraq/Syria. Not representing any group. RTs and Favs  aren't endorsements.",,1468,217,3/24/2016 16:56,"RT @BridgetMoreng: Photos show ISIS celebrating the #BrusselsAttacks in Libya, passing out candy &amp; pamphlets of the group's claim https://t…","['photo', 'group', '', 'amp', 'isi', 'celebrating', 'libya', 'passing', 'candy', 'bridgetmoreng', 'claim', 'pamphlet', 'show']",144,POS,0.6489635705947876
9349,١٠Flames of Haqq,thefIamesofhaqq,,,318,224,3/24/2016 18:00,"Jumu'ah Khutbah
By Sheikh Musa Cerantonio (may Allah bless him)

https://t.co/ryHJygOaqc","['cerantonio', 'musa', 'sheikh', 'allah', 'may', 'jumuah', 'khutbahby', 'bless']",88,POS,0.9514890313148499
9401,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/24/2016 20:14,@Realharampolice @Jewtastic Funny,"['realharampolice', 'funny', 'jewtastic']",33,POS,0.8331367373466492
9458,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/24/2016 23:59,RT @hafsalionne1: RadhiyAllahu`Anhu~ Wise Words...🍃 https://t.co/Z42WrvlLmV,"['wise', 'word', 'radhiyallahuanhu', 'hafsalionne']",75,POS,0.5146549940109253
9464,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/25/2016 0:19,Good Job lol https://t.co/ajW9FPmi8j,"['good', 'lol', 'job']",36,POS,0.961010217666626
9489,Ibn Kashmir,IbnKashmir_,Preparing For Gazwa-e-Hind,Wilayah Kashmir,71,28769,3/25/2016 9:05,"RT @bintislamiya19: We thank Allah for which he has promised us, that he will grant us 1 of 2 good deeds(victory or Shuhada).

~ Abu Bakr a…","['deedsvictory', 'shuhada', 'bakr', 'thank', 'allah', 'grant', 'abu', 'bintislamiya', 'good', 'u', 'promised']",140,POS,0.9578633308410645
9527,NEW SHOUTOUT,Baqiyah_Khilafa,FOR SUPPORTERS OF KHILAFAH,,191,169,3/25/2016 10:58,RT @ks56b23712: Alhamdulillah back again https://t.co/Dy2vGMM9ET,"['back', 'alhamdulillah', 'ksb']",64,POS,0.8697982430458069
9582,EPIC,EPlC24,,,771,247,3/25/2016 14:59,RT @scholarsofhaq1m: “Allah knows what is the best for you and when it’s best for you to have it.”,"['allah', 'best', 'scholarsofhaqm', 'know']",98,POS,0.9833114147186279
9630,Abu Ibn Taha,Abu_Ibn_Taha,,سرت‎ Sirte,73,23,3/25/2016 15:47,"Who ever Allah wants good for Him, He puts them to test ...","['want', 'ever', 'test', 'put', 'allah', 'good']",59,POS,0.8251962661743164
9631,Jazrawi_Joulan,Jazrawi_Joulan,,,402,61,3/25/2016 15:51,"Got a spa day tomorrow 
Lol","['lol', 'day', 'got', 'tomorrow', 'spa']",27,POS,0.6855676770210266
9646,Jazrawi_Joulan,Jazrawi_Joulan,,,402,61,3/25/2016 16:09,Beautiful  https://t.co/6gGB4cB28P,['beautiful'],34,POS,0.9237505197525024
9664,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,32156,17544,3/25/2016 16:56,"#ISIS featured group of fighter praising #BrusselsAttacks: Abu Abdullah al-Baljiki, Abu Mujahid a-Baljiki #Belgium https://t.co/GZ4a68X24w","['mujahid', 'group', '', 'abdullah', 'praising', 'featured', 'abu', 'abaljiki', 'fighter', 'albaljiki']",138,POS,0.6144218444824219
9666,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/25/2016 17:01,"RT @RamiAlLolah: #ISIS featured group of fighter praising #BrusselsAttacks: Abu Abdullah al-Baljiki, Abu Mujahid a-Baljiki #Belgium https:/…","['mujahid', 'group', '', 'abdullah', 'praising', 'featured', 'abu', 'abaljiki', 'fighter', 'ramiallolah', 'albaljiki']",140,POS,0.5007509589195251
9715,Maghrebi,MaghrebiHD,"A Moroccan engineer in nanotechnology commenting on Middle East  politics, mainly Iraq/Syria. Not representing any group. RTs and Favs  aren't endorsements.",,1468,217,3/25/2016 18:05,Director General of the @UNESCO is very happy that the Assad regime is closing on #Palmyra. https://t.co/LzorYjbKEM,"['', 'general', 'director', 'happy', 'unesco', 'closing', 'assad', 'regime']",115,POS,0.4999762773513794
9731,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/25/2016 18:20,Thanks America ! Thanks #Obama ! Thanks Al-salool !!!  Milk factory?? I remember they did the same back at the days https://t.co/c8iX2XFweq,"['', 'day', 'alsalool', 'america', 'back', 'thanks', 'remember', 'milk', 'factory']",139,POS,0.6628305315971375
9773,الهنود الحمر كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1633,4294,3/25/2016 19:00,@PalmyraRev1 thanks for your great job,"['great', 'palmyrarev', 'job', 'thanks']",38,POS,0.9785772562026978
9787,Maghrebi,MaghrebiHD,"A Moroccan engineer in nanotechnology commenting on Middle East  politics, mainly Iraq/Syria. Not representing any group. RTs and Favs  aren't endorsements.",,1468,217,3/25/2016 19:07,"The Islamic State is a state. And as any state, it has news agencies. Fars, Reuters, AFP, Interfax, Xinhua, Amaq. Welcome to a new era.","['news', 'far', 'interfax', 'afp', 'agency', 'welcome', 'reuters', 'amaq', 'new', 'islamic', 'era', 'xinhua', 'state']",135,POS,0.9670741558074951
9799,Jazrawi_Joulan,Jazrawi_Joulan,,,402,61,3/25/2016 19:10,Ahahahaha https://t.co/vErwSz9gel,['ahahahaha'],33,POS,0.5484805107116699
9805,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,850,7368,3/25/2016 19:13,"it gives you clear picture, great work @RamiAlLolah  https://t.co/KlSQwLTg5M","['work', 'great', 'give', 'ramiallolah', 'picture', 'clear']",76,POS,0.9654247164726257
9820,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/25/2016 19:20,"Jund Allah... Soldiers of Allah ! 

Alhamdulillah https://t.co/94QdwKHJZD","['jund', 'allah', 'alhamdulillah', 'soldier']",73,POS,0.6362053751945496
9828,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/25/2016 19:23,Good One! Alhamdulillah  https://t.co/sMKLN0VZYQ,"['good', 'alhamdulillah', 'one']",48,POS,0.9689555764198303
9843,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/25/2016 19:34,@Sakker__  Yes right! I just added it because I said Everywhere.. Hayyak Allah Akhi,"['said', 'right', 'sakker', 'hayyak', 'everywhere', 'added', 'allah', 'akhi', 'yes']",83,POS,0.5014880299568176
9848,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/25/2016 19:37,Alhamdulillah https://t.co/UWunoKh18j,['alhamdulillah'],37,POS,0.7824461460113525
9851,Abu Musab Al-Amreeki,alamreeki4,Coming back after suspension | Never give up the fight | News about #MENA & #Khurasan | RT not endorsement | Add me please to your Telegram @al_amreeki,Earth,74,121,3/25/2016 19:38,"@Sakker__ You good brother, May Allah protect you.","['sakker', 'allah', 'brother', 'protect', 'may', 'good']",50,POS,0.7878116965293884
9866,Asim Abu Merjem,AsimAbuMerjem,"Servant of Allah, in need of Allah's mercy !!!",,994,467,3/25/2016 23:42,... only 200 000 natives survived. Americans celebrate the holiday celebrating Columbus. 'Civilization'  built on the blood of millions (3),"['survived', 'columbus', 'celebrate', 'built', 'million', 'american', 'celebrating', 'native', 'civilization', 'blood', 'holiday']",139,POS,0.8603033423423767
9920,Plea Of the Ummah!,pleaoftheummah,"Plea of the Ummah!
Ummathuge Aadheys!
A Campaign by Jamiyyathul Bayan.",,92,1021,3/27/2016 3:49,Its amazing that a limited fighting force is able to hold a city when it is leveled to the ground like this and... https://t.co/Bqa72WiKPA,"['city', 'ground', 'fighting', 'hold', 'limited', 'force', 'able', 'leveled', 'amazing', 'like']",138,POS,0.8717371225357056
9928,Plea Of the Ummah!,pleaoftheummah,"Plea of the Ummah!
Ummathuge Aadheys!
A Campaign by Jamiyyathul Bayan.",,92,1021,3/27/2016 11:57,󾓯| Islamic State gives great importance for children to learn and understand Quran. They encourage the children... https://t.co/ykFW1aTUR9,"['encourage', 'importance', 'child', 'great', 'understand', 'islamic', 'give', 'state', 'quran', 'learn']",138,POS,0.6479734182357788
9993,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33184,17648,3/27/2016 20:14,#ISIS tried to create their own anti-aircraft system in #Palmyra. Succeeded or not is better than begging. #Syria https://t.co/lUepr4pemr,"['system', '', 'begging', 'antiaircraft', 'tried', 'succeeded', 'better', 'create']",137,POS,0.5910729765892029
9999,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,1748,842,3/27/2016 20:41,@omashkavash16 @RamiAlLolah I think they will eventually succeed. The most important aspects are the sensors+guidance systems. Takes time.,"['omashkavash', 'succeed', 'system', 'time', 'eventually', 'sensorsguidance', 'aspect', 'ramiallolah', 'take', 'think', 'important']",138,POS,0.5159522891044617
10030,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,237,749,3/27/2016 22:53,@Jazrawi_Joulan What is this dont look good,"['look', 'good', 'dont', 'jazrawijoulan']",43,POS,0.8968665599822998
10031,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,237,749,3/27/2016 22:54,@Jazrawi_Joulan This is better Jazrawi look https://t.co/aHMCxaIiOV,"['look', 'jazrawi', 'jazrawijoulan', 'better']",67,POS,0.8463638424873352
10040,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,237,749,3/27/2016 23:32,@Jazrawi_Joulan akhi i think moroccan food is the best in north africa,"['food', 'think', 'africa', 'best', 'jazrawijoulan', 'akhi', 'moroccan', 'north']",70,POS,0.9217429161071777
10042,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,237,749,3/28/2016 1:53,@Jazrawi_Joulan Very cool akhi I hope you have great time there,"['hope', 'time', 'jazrawijoulan', 'great', 'cool', 'akhi']",63,POS,0.986383318901062
