,name,username,description,location,followers,numberstatuses,time,tweets,wordlist,word_count,sentiment_label,sentiment_score
7183,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31147,17320,3/8/2016 17:30,~10km southwest of #Baiji; #ISIS showered #Iraq|i army base with 200 mortar rounds in #Seneia. Major loses reported. https://t.co/bDxKkruGfI,"['', 'reported', 'southwest', 'round', 'km', 'loses', 'showered', 'army', 'base', 'major', 'mortar']",140,NEG,0.6639230251312256
7187,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/8/2016 18:32,"3. (...) then IS Had to deal with Ikhwan al-""Muslimeen"" propaganda &amp; Fabrication, then came Qaedat al-Nifaq led by the Mudalis Zawahiri(...)","['fabrication', 'ikhwan', 'amp', 'came', 'qaedat', 'alnifaq', 'led', 'mudalis', 'propaganda', 'deal', 'almuslimeen', 'zawahiri']",144,NEG,0.723395586013794
7189,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/8/2016 18:34,"5. (...) ""IS kill monothists and leaves apostates"" on social media, to divide the ranks,

First of all your ""imam"" Abu Omar al-Kuwaiti (...)","['kill', 'apostate', 'ranksfirst', 'imam', 'divide', 'leaf', 'social', 'alkuwaiti', 'abu', 'medium', 'monothists', 'omar']",140,NEG,0.9477592706680298
7191,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/8/2016 18:36,"7. (...)
a. Breaking IS rules
b. Trying to divide the ranks and propagating against the leadership of IS and that the Khilafah should go to","['rulesb', 'leadership', 'go', 'khilafah', 'divide', 'breaking', 'trying', 'propagating', 'rank']",139,NEG,0.7923063635826111
7193,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/8/2016 18:39,"9. So yes trying to create Fitna, and divining the ranks is punishable by death","['death', 'divining', 'fitna', 'trying', 'rank', 'create', 'punishable', 'yes']",79,NEG,0.942020833492279
7201,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/8/2016 19:33,"Is the Muslim Brotherhood a terrorist organization or a firewall against violent extremism?

https://t.co/f0S0UvXMpm","['violent', 'firewall', 'brotherhood', 'organization', 'extremism', 'terrorist', 'muslim']",116,NEG,0.8941327929496765
7202,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/8/2016 19:34,"#PT: When Ikhwani's try hard to please Allah's enemies, and they are not pleased with them 

They are blind regarding al-Baqarah 120","['please', '', 'ikhwanis', 'regarding', 'pleased', 'blind', 'allah', 'try', 'enemy', 'hard', 'albaqarah']",132,NEG,0.4938461482524872
7209,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/8/2016 21:05,"Supporters of ISIS compare the detractors of some of it's failed military campaigns to ""Munafiqeen"" (hypocrites): https://t.co/3J2ePBQwdO","['supporter', 'hypocrite', 'detractor', 'isi', 'campaign', 'compare', 'munafiqeen', 'failed', 'military']",137,NEG,0.9685993790626526
7210,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/8/2016 21:12,"RT @hxhassan: Four-month stats show surge in IS suicide ops in Iraq &amp; Syria:

Nov=54
Dec=61
Jan=85
Feb=89

https://t.co/n5Zp7lh9xa https://…","['fourmonth', 'hxhassan', 'amp', 'ops', 'suicide', 'surge', 'syrianovdecjanfeb', 'stats', 'show', 'iraq']",144,NEG,0.8603934645652771
7211,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/8/2016 21:12,"RT @hxhassan: Consistently most attacks each month targeted the Iraqi forces (140 in total), followed by Assad (85), YPG (54), pesh (10) &amp; …","['pesh', 'followed', 'hxhassan', 'amp', 'month', 'force', 'assad', 'attack', 'total', 'iraqi', 'targeted', 'ypg', 'consistently']",144,NEG,0.7036768794059753
7213,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/8/2016 21:53,"Despite Muslim Brotherhoods efforts to reject violent Jihad, the Muslim Brotherhood are still declared extremists: https://t.co/YM583Pp6Wo","['violent', 'despite', 'declared', 'reject', 'still', 'brotherhood', 'effort', 'jihad', 'muslim', 'extremist']",138,NEG,0.8063641786575317
7219,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/8/2016 22:08,"@WarReporter1 Why is it ""very worrying indeed""? Do the Quilliamites plan to abort these babies based on their concerns about terror-babies?","['quilliamites', 'plan', 'worrying', 'warreporter', 'terrorbabies', 'based', 'concern', 'indeed', 'abort', 'baby']",139,NEG,0.967391848564148
7220,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/8/2016 22:10,@WarReporter1 This is the kind of fascism which leads to peoples desensitisation when the US Coalition kills children in ISIS territory.,"['kill', 'desensitisation', 'warreporter', 'child', 'isi', 'people', 'fascism', 'kind', 'lead', 'coalition', 'territory', 'u']",136,NEG,0.9658397436141968
7222,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/8/2016 22:32,Some people said that the leadership of the Syrian rebels were stupid. But I did not expect this level of stupidity: https://t.co/6PddKOUNKQ,"['said', 'leadership', 'rebel', 'syrian', 'expect', 'people', 'stupid', 'stupidity', 'level']",140,NEG,0.9769516587257385
7223,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/8/2016 22:34,@WarReporter1 All it takes is for the West to dangle a few carrots and these retards will sell out their own people for a (false) promise.,"['dangle', 'warreporter', 'people', 'carrot', 'take', 'false', 'promise', 'west', 'retard', 'sell']",138,NEG,0.9726468324661255
7225,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/8/2016 22:46,"RT @Nidalgazaui: MUST READ- BIG

US Airforce Army Officials Claims: 2 US #American Airmen killed just 48h After #ISIS shot down an American…","['read', 'official', '', 'nidalgazaui', 'airforce', 'killed', 'american', 'shot', 'bigus', 'must', 'claim', 'airman', 'army', 'u', 'h']",140,NEG,0.8699216246604919
7231,Mustafa Al Iraqi,klakishinki,,,1791,386,3/8/2016 23:05,"...your Caliph was playing in Baghdad""

Slap across the face answer: But when Iraq was invaded he picked up his weapon &amp; made jihad...

2/3","['across', 'caliph', 'amp', 'made', 'answer', 'weapon', 'playing', 'baghdadslap', 'invaded', 'jihad', 'face', 'picked', 'iraq']",143,NEG,0.898544192314148
7235,Mustafa Al Iraqi,klakishinki,,,1791,386,3/8/2016 23:31,"Hollywood of Zawahiri: staging either one or both bayah.

One idiot appeared twice &amp; they forgot to change trucks. https://t.co/aFPPxyo0UE","['bayahone', 'appeared', 'hollywood', 'either', 'change', 'amp', 'staging', 'forgot', 'truck', 'twice', 'idiot', 'one', 'zawahiri']",142,NEG,0.9515669345855713
7236,Mustafa Al Iraqi,klakishinki,,,1791,386,3/8/2016 23:36,"#هوليود_اليهود

AQ in Syria tortured a mujahid from Dawlah to make a fake testimony against Dawlah, he escaped them. https://t.co/t67xocAe2F","['mujahid', 'fake', '', 'escaped', 'make', 'syria', 'tortured', 'testimony', 'dawlah']",140,NEG,0.9595995545387268
7240,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/9/2016 0:14,"@MarwanTunsi___ you had to ruin it akhi hahaha 

Let us pretend he is dead","['pretend', 'ruin', 'hahaha', 'let', 'marwantunsi', 'akhi', 'dead', 'u']",74,NEG,0.9207406044006348
7242,Mustafa Al Iraqi,klakishinki,,,1791,386,3/9/2016 0:24,"@khalidi_4_sham The sahwat gave JN a few extra days to breathe by making a ceasefire with Bashar &amp; Putin.

Love-tactic doesn't work.","['jn', 'ceasefire', 'doesnt', 'work', 'sahwat', 'day', 'amp', 'gave', 'extra', 'making', 'bashar', 'putinlovetactic', 'breathe', 'khalidisham']",136,NEG,0.8669297099113464
7245,Mustafa Al Iraqi,klakishinki,,,1791,386,3/9/2016 0:29,"@khalidi_4_sham They got besieged &amp; humiliated &amp; on the brink of defeat.

Love-tactic doesn't work.","['doesnt', 'work', 'amp', 'besieged', 'got', 'brink', 'khalidisham', 'humiliated', 'defeatlovetactic']",107,NEG,0.965552568435669
7247,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 0:50,#Syria #FSA Sultan Murad Division says militants stole weapons &amp; ammunition from one of their bases in #Aleppo https://t.co/lKHfeLuMx7,"['sultan', '', 'stole', 'amp', 'say', 'weapon', 'base', 'ammunition', 'militant', 'division', 'one', 'murad']",138,NEG,0.886868953704834
7251,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/9/2016 1:14,"Too those calling themselves ""Monotheists"" and tweet those who joke about the religion of Allah

Tfoo on your faces especially ""Baqiya"" Gals","['face', 'gal', 'calling', 'allahtfoo', 'especially', 'religion', 'baqiya', 'monotheist', 'tweet', 'joke']",140,NEG,0.791486918926239
7252,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/9/2016 1:27,"@OumDujana Maybe, this oppression can only be removed by Jihad","['removed', 'jihad', 'oppression', 'oumdujana', 'maybe']",62,NEG,0.565622866153717
7253,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/9/2016 1:36,"@OumDujana not extents, its 100% true, 
In Uzbekistan if you have Jihadi thoughts they rape your wife, sister etc in prison","['thought', 'wife', 'sister', 'prison', 'extent', 'rape', 'etc', 'jihadi', 'uzbekistan', 'oumdujana', 'true']",123,NEG,0.6857886910438538
7254,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/9/2016 2:06,"1. IS  targeting security men in #Tunisia and Saudi Arabia, never gained enough public support form a base of recruitment (...)","['', 'gained', 'targeting', 'recruitment', 'never', 'enough', 'men', 'public', 'arabia', 'support', 'saudi', 'form', 'base', 'security']",127,NEG,0.7203660607337952
7255,Milk Sheikh,MilkSheikh2,"Muslim, Iraqi, Banu Zubid, Qahtani, Chef, Engineer, Remaining until the best of them, fights al-Dajjal, Translate Old stuff mostly",,1061,392,3/9/2016 2:07,"2. (...)  Because these forces were not involved in the internal conflict and killing,","['conflict', 'killing', 'internal', 'force', 'involved']",86,NEG,0.9637022614479065
7260,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,181,689,3/9/2016 5:05,RT @CNN: A top #ISIS leader may have been killed in a targeted U.S. airstrike https://t.co/IADrZSwTkn https://t.co/FYLFEUWwv1,"['cnn', '', 'airstrike', 'killed', 'top', 'may', 'targeted', 'u', 'leader']",125,NEG,0.9312020540237427
7265,Mustafa Al Iraqi,klakishinki,,,1791,386,3/9/2016 11:21,"Dawlah takes control of 4 barracks belonging to the rafidhi army, north of Ramadi

25 killed, Hummer &amp; BMP destroyed https://t.co/2oS8BPLJw5","['destroyed', 'control', 'killed', 'amp', 'barrack', 'rafidhi', 'north', 'ramadi', 'hummer', 'take', 'bmp', 'army', 'dawlah', 'belonging']",144,NEG,0.9613661766052246
7266,Musa Al-Ansari,lNSlDEWAR,War Investigator. Civil Engineer. MENA Region,"Gaziantep, Turkey",447,209,3/9/2016 11:27,"American warcriminal killed in #Jaffa, has fought in Iraq &amp; Afghanistan - by angry Palestinian. https://t.co/IpuYUIVg2X","['', 'palestinian', 'killed', 'fought', 'amp', 'american', 'afghanistan', 'warcriminal', 'angry', 'iraq']",123,NEG,0.9711188077926636
7267,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1649,13713,3/9/2016 11:55,RT @vicenews: Refugees are being forced to sell sex to survive https://t.co/ZgNsj6myrS https://t.co/gcErkrdPa9,"['refugee', 'vicenews', 'survive', 'forced', 'sex', 'sell']",110,NEG,0.9379898309707642
7269,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1649,13713,3/9/2016 12:04,"Indians were too scared to face Amir on a green top, created all the drama to shift it to Eden Garden's, but Pakistan doesn't lose there.","['indian', 'amir', 'eden', 'doesnt', 'shift', 'green', 'lose', 'created', 'pakistan', 'top', 'garden', 'scared', 'face', 'drama']",137,NEG,0.9452560544013977
7270,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1649,13713,3/9/2016 12:05,RT @Nidalgazaui: #Iraqi Army lost 4 Army Outposts today in northern #Ramadi after #ISIS launched an Assault. Killed at least 30 #ISF soldie…,"['', 'nidalgazaui', 'killed', 'assault', 'least', 'soldie', 'today', 'northern', 'outpost', 'army', 'lost', 'launched']",140,NEG,0.969053328037262
7271,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31147,17320,3/9/2016 12:51,Holy!! Un-exploded massive #Russia|n missile landed on a family house.. Thank God no one is hurt.. #Syria https://t.co/geq6ahmNF9,"['missile', '', 'unexploded', 'one', 'holy', 'massive', 'thank', 'house', 'hurt', 'landed', 'family', 'god']",129,NEG,0.9110278487205505
7272,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31147,17320,3/9/2016 13:02,#BreakingNews Reports artillery rounds hit #Bashiqa town were fired by the #Turkey army troops in the nearby military camp.. #Iraq #ISIS,"['', 'troop', 'town', 'camp', 'hit', 'round', 'report', 'fired', 'artillery', 'army', 'nearby', 'military']",136,NEG,0.6985364556312561
7273,Mustafa Al Iraqi,klakishinki,,,1791,386,3/9/2016 13:18,IED destroys 3 vehicles belonging to rafidhi army north of Diyala. https://t.co/Jz0CEQ9S2b,"['destroys', 'ied', 'vehicle', 'rafidhi', 'diyala', 'army', 'north', 'belonging']",90,NEG,0.8799532055854797
7277,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 14:17,#ISIS infograph claims that 387 Kurdish fighters were killed during Febr 2016 https://t.co/J1rlAs5s0V,"['', 'killed', 'infograph', 'claim', 'kurdish', 'fighter', 'febr']",101,NEG,0.9031320214271545
7278,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1649,13713,3/9/2016 14:32,Sinai’s tragedy: Between brutal repression and armed insurgency https://t.co/JvwSQzKy5Z via @MiddleEastEye,"['armed', 'insurgency', 'via', 'brutal', 'sinai', 'middleeasteye', 'repression', 'tragedy']",106,NEG,0.976426362991333
7279,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1649,13713,3/9/2016 14:32,Sinai’s : Between brutal repression and armed insurgency https://t.co/JvwSQzKy5Z via @MiddleEastEye,"['armed', 'via', 'brutal', 'sinai', 'middleeasteye', 'repression', 'insurgency']",99,NEG,0.9456427693367004
7280,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1649,13713,3/9/2016 14:35,@middleeasteye misleading headline : It's actually IS Sinai destroys heroine worth 1.3 million US$ and helps impoverished families,"['help', 'heroine', 'worth', 'actually', 'million', 'sinai', 'headline', 'impoverished', 'middleeasteye', 'misleading', 'family', 'u', 'destroys']",130,NEG,0.9648439288139343
7282,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/9/2016 15:04,@WarReporter1 Left: When Nusras 2nd in command Abu Mariyah Al-Qahtani tortured him into testifying against IS. Right: Back in IS territory,"['testifying', 'warreporter', 'right', 'alqahtani', 'nusras', 'command', 'left', 'abu', 'back', 'tortured', 'nd', 'territory', 'mariyah']",138,NEG,0.8886511921882629
7283,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/9/2016 15:06,"@WarReporter1 When he arrived back in IS territory, he said he waskidnapped+tortured by Nusra. Don't ask me who the guy on bottom-right is.","['said', 'dont', 'ask', 'warreporter', 'back', 'waskidnappedtortured', 'arrived', 'nusra', 'bottomright', 'guy', 'territory']",139,NEG,0.8128295540809631
7284,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31147,17320,3/9/2016 15:16,RT @markito0171: #Syria From regime besieged #Damascus suburb: #Break_Daraya_Siege https://t.co/2DwYrkaUIw,"['', 'besieged', 'markito', 'regime', 'suburb']",106,NEG,0.6715034246444702
7285,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/9/2016 15:17,"RT @WorldConflictNe: Amaq Agency:25 soliders of Iraqi Army killed in North of Ramadi,Hummer/BMP destroyed,#IS takes control of 4 barracks h…","['soliders', 'control', 'killed', 'barrack', 'worldconflictne', 'amaq', 'ramadihummerbmp', 'army', 'take', 'destroyed#is', 'iraqi', 'agency', 'north', 'h']",140,NEG,0.9673138856887817
7286,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions.,Worldwide contributions,946,379,3/9/2016 15:19,This is attritional warfare. Withdrawing doesn't signify defeat. It's hybrid warfare (conventional and guerilla): https://t.co/43msNMPZRs,"['withdrawing', 'doesnt', 'conventional', 'signify', 'guerilla', 'hybrid', 'defeat', 'warfare', 'attritional']",137,NEG,0.5605538487434387
7291,Mustafa Al Iraqi,klakishinki,,,1791,386,3/9/2016 15:57,"15 rafidhi killed, 1 Hummer, 2 bulldozers &amp; one armored vehicle destroyed in yesterday's battle in northeast Ramadi. https://t.co/yODAAhDaaF","['destroyed', 'killed', 'amp', 'northeast', 'armored', 'vehicle', 'rafidhi', 'hummer', 'ramadi', 'bulldozer', 'one', 'battle', 'yesterday']",144,NEG,0.967941403388977
7292,Mustafa Al Iraqi,klakishinki,,,1791,386,3/9/2016 16:06,"Breaking! Iraqi intelligence officer &amp; his companions killed in a bombing of a boobytrapped house, Miqdadiya, Diyala https://t.co/bWCQP01HCz","['officer', 'bombing', 'companion', 'killed', 'amp', 'breaking', 'house', 'diyala', 'miqdadiya', 'intelligence', 'boobytrapped', 'iraqi']",144,NEG,0.9652629494667053
7295,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1543,3730,3/9/2016 16:56,RT @ChathamHouse: #Sinai’s tragedy: Between brutal repression and armed insurgency - @DrOmarAshour: https://t.co/CC8zpkrFvB https://t.co/G8…,"['armed', '', 'insurgency', 'brutal', 'dromarashour', 'repression', 'chathamhouse', 'tragedy']",140,NEG,0.9599794745445251
7297,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31147,17320,3/9/2016 17:11,"#Assad's army sustained heavy loses (36 soldiers, 4 officers killed; 15 captured) in its big attempt ever to take #Palmyra from #ISIS #Syria","['officer', 'big', '', 'ever', 'attempt', 'killed', 'soldier', 'captured', 'loses', 'take', 'sustained', 'army', 'heavy']",140,NEG,0.9203749299049377
7301,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,31147,17320,3/9/2016 17:30,Never raise the #Iraq|i flag. #ISIS executed him for raising the flag on top a radio tower after a battle with #IS.. https://t.co/7nftbPokIk,"['radio', '', 'raising', 'never', 'executed', 'top', 'flag', 'raise', 'tower', 'battle']",140,NEG,0.796999454498291
7306,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 18:04,"Pro Assad regime women offering sexual favours to Russian soldiers 
https://t.co/QUrmFckQVN https://t.co/OWUKD9DhVO","['woman', 'favour', 'russian', 'assad', 'offering', 'pro', 'regime', 'sexual', 'soldier']",115,NEG,0.613559365272522
7307,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 18:21,"#SYRIA
At Least 15 #Hezbollah Fighters Have Been Killed In The Past 2 Weeks - https://t.co/C9huQU6J1M","['', 'least', 'killed', 'past', 'fighter', 'week']",101,NEG,0.7673664093017578
7308,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1543,3730,3/9/2016 18:21,"@Free_lance_jour @Bedouin127 ahahahhaa I remember this women, so many people were trolling her .She is probably dead cause of shame","['bedouin', 'woman', 'many', 'probably', 'people', 'trolling', 'dead', 'cause', 'shame', 'remember', 'freelancejour', 'ahahahhaa']",131,NEG,0.9485893249511719
7310,Bilal Ibn Rabah,BilalIbnRabah1,May Allah bring Sharia to the west and save the people from thier own destruction.,,96,44,3/9/2016 18:33,RT @Nidalgazaui: Dozens of Civilian Casualties Reported by #Russia n airstrikes in #DeirEzzor Province.,"['', 'nidalgazaui', 'province', 'reported', 'civilian', 'airstrikes', 'dozen', 'n', 'casualty']",103,NEG,0.7162961959838867
7313,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1543,3730,3/9/2016 18:38,"Everyone have forgot Aafia Siddiqui except few people, in these few people there is also non-muslim. 2/2

https://t.co/cQgnT0lZrL","['everyone', 'except', 'siddiqui', 'nonmuslim', 'forgot', 'people', 'also', 'aafia']",129,NEG,0.7442572116851807
7316,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 18:51,"RT @Ghostmanzzz: Maimed, injured, wounded, and dead children and civilians who are victims of the SAA shelling on #Daraa #Syria MAR 8 https…","['', 'wounded', 'shelling', 'child', 'ghostmanzzz', 'injured', 'civilian', 'mar', 'saa', 'dead', 'victim', 'maimed']",140,NEG,0.9623814821243286
7317,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 18:52,"RT @Ghostmanzzz: HEARTBREAKING.Father kisses his dead daughter for the last time..Children murdered by white Christian infidels 

 https://…","['daughter', 'timechildren', 'kiss', 'murdered', 'ghostmanzzz', 'infidel', 'christian', 'last', 'heartbreakingfather', 'white', 'dead']",140,NEG,0.966850996017456
7319,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 18:52,"RT @Ghostmanzzz: Children and civilians targeted by the
 #SAA shelling on #Daraa #Syria MAR 8 https://t.co/n9FsBqe8kJ","['', 'shelling', 'child', 'civilian', 'ghostmanzzz', 'mar', 'targeted']",117,NEG,0.9439536929130554
7322,Ibni Haneefah,_IshfaqAhmad,Medico at GMC Srinagar • Pro-Khilafah • Anti-Democratic • Anti-Nationalistic • Anti-Rafidah • Innocent Bystander of the Conflict in Middle East • Cricketist •,اُمتِ مُسلمہ ولایت کشمیر,1649,13713,3/9/2016 19:00,RT @PakCricketPK: Anti-Terrorist Front of India has threatened to dig up the pitch at Eden Gardens if it hosts the India versus Pakistan WT…,"['eden', 'versus', 'host', 'front', 'threatened', 'india', 'wt', 'garden', 'pitch', 'pakcricketpk', 'pakistan', 'antiterrorist', 'dig']",140,NEG,0.9412016272544861
7323,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 19:01,"#YEMEN
Ansar Al Sharia Destroyed Music CDs In #Hadhramout. https://t.co/NSn55QFjpw","['', 'destroyed', 'al', 'music', 'cd', 'sharia']",82,NEG,0.9536915421485901
7326,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 19:26,RT @Hamas_Mujahid_: Funreal for the martyred Mujahid  who was killed today near #Gaza #Israeli border after he shot a #Mossad agent. https:…,"['mujahid', '', 'near', 'border', 'killed', 'shot', 'martyred', 'funreal', 'today', 'hamasmujahid', 'agent']",140,NEG,0.9748629331588745
7327,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 19:26,RT @Hamas_Mujahid_: AlQassam Mujahid Martyred as he opened fire on a Israeli Mossad agent and killed him today near #Gaza/#Israel Border ht…,"['mujahid', '', 'mossad', 'near', 'border', 'killed', 'israeli', 'martyred', 'fire', 'alqassam', 'today', 'hamasmujahid', 'agent', 'opened', 'ht']",140,NEG,0.9664073586463928
7332,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7271,6872,3/9/2016 19:55,"RT @Hamas_Mujahid_: An American Solider escaped from #Afghanistan,#Iraq Hunted and Killled yesterday by Palestinan in #Israel

الله اكبر ht…","['', 'killled', 'american', 'escaped', 'hunted', 'solider', 'palestinan', 'hamasmujahid', 'yesterday', 'ht']",140,NEG,0.9738842844963074
7348,راعي البقر جوز الهند,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1543,3730,3/9/2016 21:07,RT @DailyNewsEgypt: 12 police conscripts killed in South Sinai road collision  - https://t.co/j3aQZdQztk https://t.co/P4YHsw9puz,"['police', 'conscript', 'killed', 'collision', 'sinai', 'south', 'dailynewsegypt', 'road']",128,NEG,0.9517425298690796
